id_table,track_id,track_album_id
1706,1UX6IpGYtIOP7J40NeY5pp,3QpsAEvpGg8Ai5aY0cy4Rb
1707,1hWrl3T1kIH5b9zRHLfCOn,1fF8kYX49s5Ufv4XEY5sjW
1708,12qZHAeOyTf93YAWvGDTat,1fF8kYX49s5Ufv4XEY5sjW
1709,74Zp9QiDrFZpBV949AMbUs,5IlIcdN5FKmqkhZcWNAqoW
1710,626yIpah5wJb9pcja3QgO2,5bJQXNxXTwvVh5250agH7p
1711,4UuHWIkAWnN176A2rx7YFB,7JST4gPYSXFegyuk9nKFb0
1712,1rfofaqEpACxVEHIZBJe6W,2vD3zSQr8hNlg0obNel4TE
1713,3zkWCteF82vJwv0hRLba76,0CnQ0JQajNswRjPkNYVG8m
1714,2fZQIJew3nkNe99s2PKzul,1iuzMKNzVo8HJ67eW32YMr
1715,10GJQkjRJcZhGTLagFOC62,4w5LxfyoOPHkGJZrco1UT5
1716,3OtMnyUaiipcAT23A8liyi,0UlbGi4oAth8s6rwaGSU8Z
1717,4Ro98RCK90oHqqSZUnTFq5,4PrFFsJ2WAD46IXNdfx2dx
1718,2zFF6jG5hQArbzcXz3KUWk,3HV3ecmJJ2GmHM93vVVKXF
1720,1u8c2t2Cy7UBoG4ArRcF5g,1yGbNOtRIgdIiGHOEBaZWf
1721,3QGsuHI8jO1Rx4JWLUh9jd,1ne2D0NxoGyZd31gAM4HNd
1722,6ZANrVuAMp2rpjhfbOuJly,3Kbuu2tHsIbplFUkB7a5oE
1723,3e9HZxeyfWwjeyPAMmWSSQ,2fYhqwDWXjbpjaIJPEfKFw
1724,5jrdCoLpJSvHHorevXBATy,5MQBzs5YlZlE28mD9yUItn
1725,2DpCdPMg1BADE4HDnxt3Rd,2cE2eOy7alOZHpuelJEV8Q
1726,3E7dfMvvCLUddWissuqMwr,0IuHVgAvbNDJnJepuSZ8Oz
1728,34oB5r0lcN3fYWCs2uA1k5,2yaSZnZhaxsbQ5xhgGbw3g
1729,5T7ZFtCcOgkpjxcuaeZbw0,7p1fX8aUySrBdx4WSYspOu
1730,2cOUlop2ZakjOKe4WinesN,7ahctQBwcSxDdP0fRAPo2p
1733,2qT1uLXPVPzGgFOx4jtEuo,3tx8gQqWbGwqIGZHqDNrGe
1734,7fa9MBXhVfQ8P8Df9OEbD8,1Li4rADxSxjT2g4xqUcMYh
1735,036GQb6SETOJJG8BxJTNxc,4rA1y7l62I627A69JFG1Vk
1737,5EbX5xL3O2xT8FxCpYzgUO,2ho9l951XwxpBFEEjubOUx
1739,6QicTxeiSaRkPnkGDUvYOs,76LmTxakuFgfAmvUvEXz5S
1740,3qRHCvn70YpVFFkx3lrAYf,2mx2hlgAtxrXrWRnerdVGB
1742,0lYS1tJg3r6ATe9bRPB0Hu,6r8008bnpeLNfHdYCKtPK0
1744,0tBbt8CrmxbjRP0pueQkyU,5gQZvWM1o8NkQndueJtZcP
1745,19hh7DkfRBrpRGYfKlw7jb,2D0Hi3Jj6RFnpWDcSa0Otu
1746,59mrqUmhpmcfUns8BKkV30,1Y7A8ZaZ9QyeeOa3uWQJqc
1747,4RCWB3V8V0dignt99LZ8vH,4vUClKTFaDWnsHE8rK52GY
1749,7xoUc6faLbCqZO6fQEYprd,6EVYTRG1drKdO8OnIQBeEj
1750,5uCax9HTNlzGybIStD3vDh,7oiJYvEJHsmYtrgviAVIBD
1752,2MfOcbtgz2yTsiznFmVZUN,20E3PwDg1jaDdK9K565luD
1753,49FYlytm3dAAraYgpoJZux,3JSWZWeTHF4HDGt5Eozdy7
1755,3cfOd4CMv2snFaKAnMdnvK,2kyTLcEZe6nc1s6ve0zW9P
1756,7iyKbBjb2fmTnTfCjCh7ER,3MYJYd73u0SatCnRVvRJ3M
1757,6GzApXoBQiiAjak3tOQfV3,2rSrRHcfwJXxni8HczqKAT
1758,3C0nOe05EIt1390bVABLyN,3sysiYphqNRQw7VKLCg1yE
1759,0kzw2tRyuL9rzipi5ntlIy,2bVVESepVYULITlO6mtmoy
1760,5YhAAlelWek228jZzxgEfr,0UkgnXc0w7qiRE2X086BdN
1761,3KkXRkHbMCARz0aVfEt68P,35s58BRTGAEWztPo9WqCIs
1762,24lMtPOCzP5g4hrg3NklLa,4axhLmtq8nhvF5zJ21FoH8
1763,0mUyMawtxj1CJ76kn9gIZK,4zhigAhPwqp43XVHBiVeQI
1764,6e40mgJiCid5HRAGrbpGA6,1NslKOZobWxINFaFkLol3r
1765,1qDrWA6lyx8cLECdZE7TV7,4G2rJNhsKOE6iHgtUqZ0Ye
1766,0aOluBqXYd0rFSCsgDyAWX,04E0aLUdCHnhnnYrDDvcHq
1767,6tXjP6xgPJ7Xr1igrO6bOE,1G2ZRwcqN6warfakvcPgEs
1768,5XsMz0YfEaHZE0MTb1aujs,0CpBTGH3Eewlbw35IclPdm
1769,0qcr5FMsEO85NAQjrlDRKo,7lZs5r4oQV2nutddffLrg0
1770,5eWgDlp3k6Tb5RD8690s6I,6i7WCdMCeqUKte5zU8DUUA
1771,7uolkTLavH97itenLjNmx9,2MNwQ0qxvbMlBeWubrDZzX
1772,1awcbkmzafwSmo0cgyMFio,45XvVcVhg3KCd5FTejzR1Z
1773,1HNkqx9Ahdgi1Ixy2xkKkL,1xn54DMo2qIqBuMqHtUsFd
1774,5unfeZUhKhICP73CDYBW4N,4O3kjO4lcJv1o3kUud54iF
1775,0TDLuuLlV54CkRRUOahJb4,4bTjdxhRRUiWfwj200f9Kl
1776,1sYSP7gKa5kdKIfhANfori,2qmysBdftCYXRjYHTVK3qo
1777,5Hroj5K7vLpIG4FNCRIjbP,0V4laGZGshNCpurfIdUhHv
1778,3dYD57lRAUcMHufyqn9GcI,0Uv83rRhY5QvHKkQoULRKk
1779,4l0Mvzj72xxOpRrp6h8nHi,3YPFaTR7WMi1Hd4NVKdCJx
1780,7GCVboEDzfL3NKp1NrAgHR,2gjtjSAbxvoeQs6zYHj1HJ
1781,3jjujdWJ72nww5eGnfs2E7,7xV2TzoaVc0ycW7fwBwAml
1782,6ocbgoVGwYJhOv1GgI9NsF,2fYhqwDWXjbpjaIJPEfKFw
1783,26wLOs3ZuHJa2Ihhx6QIE6,1zbH0DnpYxaoqTojXNLQb6
1784,5p7ujcrUXASCNwRaWNHR1C,0zzrCTzvL4ZmR42xF46Afm
1785,2BgEsaKNfHUdlh97KmvFyo,7lPoGKpCGgdKFAxpudhAH5
1786,1rW6UUZRQWW34j4zCQDkfX,40KAng7d1u6SP49rMI68m7
1787,6RRNNciQGZEXnqk8SQ9yv5,1NAmidJlEaVgA3MpcPFYGq
1788,4e4fqjx0Izh4svvTef1z7e,4TOkZvtqNpg5UHyGxCn0mS
1789,0prNGof3XqfTvNDxHonvdK,3rDbA12I5duZnlwakqDdZa
1790,222B3aljXx6fFwKmFjuBED,7Ho8gAx4haSxv1eFLQwvTj
1791,0gJvqi9QyASOCtJu99tytc,20jYcJane0oI7VoMNoEOJU
1792,2U4tbK3U9DFdZvhLNagF5V,52pHDA5D1zt7xcfJdOkHWx
1793,630sXRhIcfwr2e4RdNtjKN,0mRqi6mOvyVVVEIfFFfWXU
1794,6kls8cSlUyHW2BUOkDJIZE,29FoTD5vBY3Fq1QWhbl3FM
1795,2BWWsCwuHAZFE1scLyP6Qe,3XDvXyhPzaPRpGoEjoQI8P
1796,5BHWQ78pw9yIjIWa6p1z6G,0Nt9OVNsmAcsEYXULP0ZBD
1797,1wjzFQodRWrPcQ0AnYnvQ9,7l6fTSFvlumnPFpOSrbnDV
1798,3fuC2ffmtIWdmi86asWZj5,1KE7DaTs2cRWQk6BnRLAD1
1799,1BZquLvuXZMig4HCDmHCI9,5op6Xx2E6olsdfFx6VFUDO
1800,5mGVGSGpyrR3FsFnYQTWyh,6KfTFTEXHhUvMqYoosDMR4
1801,1ydmI439o0pHe0e2TLpHUv,5op6Xx2E6olsdfFx6VFUDO
1802,7uzmGiiJyRfuViKKK3lVmR,5EEkfRgfYHiFu0lGur6Z6M
1803,5EnCFISDzoIMWMaicJxxX9,3TeV2AlhkVndwTUafUjmfQ
1804,3DmW6y7wTEYHJZlLo1r6XJ,4JlzEvVJqpb62Xwc0EmOHr
1805,0AkQbXGN4KG34TS7xLrM68,5SxEsi1PNyo1XfEKDYcFKF
1806,6mnjcTmK8TewHfyOp3fC9C,0gT5HL6RnvHBxJ2gY7lidR
1808,6aGjEZ7kq3YXgD0EDt80O5,5SxEsi1PNyo1XfEKDYcFKF
1809,455AfCsOhhLPRc68sE01D8,5BvgP623rtvlc0HDcpzquz
1810,3MFQiTzOI5txaTQlybipNx,5hs0wQFqXp1fNdkchK5wyE
1811,1mQRQlbf1nXbazPEuSyij8,092fm0yKd9V4VGi6G3u51Y
1812,7hFFPcCgh0IAW2lQSm8qyg,2NcpQiy0oFEJyabqw7BtvM
1813,5zTzDqrEmseqL2G8ElgBu7,3SUtKkjatUCubbgOC8OP4o
1814,5jlsg7onynIipVy5krMaRZ,6HmxS6CD2IUZZg1Oxu8AVh
1815,2fQxE0jVrjNMT9oJAXtSJR,0BZbTNqpXFg6lxNv78X7Lp
1816,6epn3r7S14KUqlReYr77hA,3BmcYMh0KYsimWL6p2gPa9
1817,5YY6Z7YnjGOPxYy8ooZmLC,2lsQE89fPFInz2J62K6waw
1818,1Vk6binioVDRup8aSqS53T,7xGSb4x3pgIDzyDm0bXdoG
1819,1rN55j78K87LEfRKZsSFYm,0d8ZiQuUcHDzUkqz9PEn7j
1820,4JaLkM90MJutDAl5jD9BZX,4gCNyS7pidfK3rKWhB3JOY
1821,6SjCa7LhEpPNiCxe3bLln4,6Kssm2LosQ0WyLukFZkEG5
1822,6kFPBOtSOIlrleJNkZ6ESF,737av5XsHhJigOC64BV6IY
1823,00OKDIsSQbx8rd5Al7fKNw,3cfTPG7l0IBjJh7MVBqNdx
1824,12wSL3tGk3MtbDEhfG7xy3,1fc8tPf36cZhNYpNFrWh7o
1825,5RhxBpoCwX2vLBcSJzYa5j,2rxTiLaHxp9jctuczFwwHp
1826,2eKYRRrNhXXr7SSzE3X99F,4xrfYedbqvfMKnpXBw73od
1827,3lGogNtjAv1C0PHCxe3oyj,2IZ35W6krTeqEPjAKHh2hk
1828,03yWftlC0np4NshtX9RAUy,5gmYqZjyX50yWhiT31hUxJ
1829,6DswnRwL3rihiXeTGYPZ2m,05FEqcNVx11mFxN8Pf96WM
1830,7gkqWcT5ClmJC6pjKNMrpW,6397JRE7OBuGKj95VW4x3A
1831,3Ij3K23D4G2bceNtgxlmLn,3DNSn0YBWCKyujNZVDCQla
1832,33CRyMYBzFaiTfqF9aXjIg,5dA3ZmTTub0Xtgsz3aJvHO
1833,4DTrKnvkHtwQN6kBu4XXIF,6Vsml6sziVKBHxbMEp5wgQ
1834,6Z0F3Mqj7tq1CBZo5qMlUg,0TyDqWrWHzuyFjjnKqDClu
1835,6pwQEpLOlwclrsjgEOHEp0,6WGt0GrbPx1NWlobn7j6zY
1836,37Q5anxoGWYdRsyeXkkNoI,3fzHLg5RfRXzQlHlR4F7JG
1837,4qexD6ObR5nzpFJNpvQxIr,6rx35EFa5H8vMAlva3T95C
1838,2E3QWynzpQgo1PHsVIq7ao,4caElIJ5zBdpS4JU1KMvah
1839,6JnIPakIq3nMFwCmjuxixG,2Lqt2Ipm5YUxDBGwGqfaj6
1840,3bBknFVxhFjBIFX91HcneQ,1ne2D0NxoGyZd31gAM4HNd
1841,7q0aQpiLv5tIsupcgQ3Ny4,7L4ZwpSwKQCerDQv9C4O1M
1842,6XcfKZvJio9Z0fQy11GnNX,2AbPwLvpR0FwpqGt4ZY1q4
1843,0RAWnqcWbkXp5XJlTGH3Si,7aKMsXKKABZQXKXjQaQHXG
1844,1N7Aep1OewK9diaN9WbuuR,1uh8SiLASOMowO5TWEYmbw
1845,1UqhkbzB1kuFwt2iy4h29Q,2ww7MYrkExsljnKhcINDse
1846,3U1TuSqHIubBA10cVP7Sk6,7IQvaeTZKibqE8OkOwicM0
1848,6HYjvr40KaQCZXdDv5vhrs,5JfsAfnEmnDI4tZP6vL7vl
1849,78QR3Wp35dqAhFEc2qAGjE,2yXnY2NiaZk9QiJJittS81
1850,63cd4JkwGgYJrbOizbfmsp,1ypNy6o0C2ZbuuPPYkavVl
1851,6nUIkq1NXj5AUQwdrMwq3s,6z3ZWazqHGspCYmckomjaQ
1852,1jVqz3kYRpy9DTmtgJ4WwA,5kQSOZK4awNcRzVUzV3rqq
1853,0FZ4Dmg8jJJAPJnvBIzD9z,5n1GSzC1Reao29ScnpLYqp
1854,5C5dJBpIYjqKjAsYRO6Ypn,2jX5g1Y00d0jJWl21ewn9w
1855,2Uf5NuVf3EKE3uuSqYFCnw,2jX5g1Y00d0jJWl21ewn9w
1856,68wQyJJHCqzpP4qygn3qn7,2jX5g1Y00d0jJWl21ewn9w
1857,1wJRveJZLSb1rjhnUHQiv6,3r5hf3Cj3EMh1C2saQ8jyt
1858,19IyokUbppHwGcDJOAfHS6,4zVctwggmazsS2ywHlzHgT
1859,7dt6x5M1jzdTEt8oCbisTK,6trNtQUgC8cgbWcqoMYkOR
1860,0NzPjQlqN0zsj3R4zwp5ij,29wLlWI3JDupmZuNDHSzk1
1861,3oh6SCCeLuXhFpEyepla6G,2gZmrByp6yiyePHi3dzZ1d
1862,1O0JFJ4RCWcKM4DjB7h3Dy,6FjchKMXY912R25UXEGNZ5
1863,2t8yVaLvJ0RenpXUIAC52d,007DWn799UWvfY1wwZeENR
1864,5ZmkVc8fMPzmDJCEtn9f6z,6FjchKMXY912R25UXEGNZ5
1865,75VUdLOrm9c5H1FB7dIldu,3REw4ld8gJX9ecu2fjJ4bW
1866,0PG9fbaaHFHfre2gUVo7AN,5a4sJJ3qjn6hqRsvm0Veso
1868,1NdII08SJOCkWIYKZ8wn39,15yRj75Zdgn53oYJuRAQHz
1869,3Ol2xnObFdKV9pmRD2t9x8,3r5hf3Cj3EMh1C2saQ8jyt
1870,2xLMifQCjDGFmkHkpNLD9h,41GuZcammIkupMPKH2OJ6I
1871,2tYm3tFCc8aXMlZ3pablEB,3REw4ld8gJX9ecu2fjJ4bW
1872,2IRZnDFmlqMuOrYOLnZZyc,6UYZEYjpN1DYRW0kqFy9ZE
1873,6FyRXC8tJUh863JCkyWqtk,1XBTyV1if5X9sU4IhpfH5R
1874,3Y3gChJoEUTqrtuqJCIPQk,5kEnOTJffdDFeMEKphiZ2l
1875,4DvhkX2ic4zWkQeWMwQ2qf,1TuKgkCGIxiIns9Bc5XKRC
1876,3Zwu2K0Qa5sT6teCCHPShP,0hHopYqXhuvYSHtVyrcb1g
1877,1etiUDkISHELzQGMY79ryt,70p5NvBOkvaxU1UeIxhE1Z
1878,5MsZIaCYY6Tsdph0LiB0hE,0EVJX4RlYKuApsAN5CaDa3
1879,1mea3bSkSGXuIRvnydlB5b,1CEODgTmTwLyabvwd7HBty
1880,53AuxddsgPSlqM619nJhSd,0EVJX4RlYKuApsAN5CaDa3
1881,2LEF1A8DOZ9wRYikWgVlZ8,7eLwoxxWs6lfkVYJGkGNbk
1882,4gbVRS8gloEluzf0GzDOFc,2Auw0pTT6EcQdvHNimhLQI
1883,7BrsBU0BAytRDvROM4yCbn,2iU0cUGlqNhNAPqoY54fMC
1884,5VKSZDsidOFHrtlJb33Syo,2iU0cUGlqNhNAPqoY54fMC
1885,4VgEM12OeaN3GyBV487Me7,3id4t9IqRoB1f1smOERtrY
1886,5GorCbAP4aL0EJ16frG2hd,3id4t9IqRoB1f1smOERtrY
1887,6TfBA04WJ3X1d1wXhaCFVT,67v63ubEsvDUQkYMzI7A9t
1888,6L89mwZXSOwYl76YXfX13s,4uG8q3GPuWHQlRbswMIRS6
1889,0CAfXk7DXMnon4gLudAp7J,5j1wrOAOm5KFd17pPiSvle
1890,1DqdF42leyFIzqNDv9CjId,159jpldDCgsgH6KGgjy63c
1891,6Ac4NVYYl2U73QiTt11ZKd,6fBMaH0IiymemwFKmn18Ze
1892,5IMtdHjJ1OtkxbGe4zfUxQ,163iYwl7Kdm9ayTnD4VyfN
1893,7ewT0nLFkMD8ONbRibePr9,6KOWjVP0mh5rOqmzm4tkPD
1894,5PUawWFG1oIS2NwEcyHaCr,022DrG7Wp2PSCwzuD0bSzT
1895,4qSsjDGXplb6422X2INvFW,2AzBM2be7dJEhOKJBP9FYR
1896,1zB4vmk8tFRmM9UULNzbLB,33pt9HBdGlAbRGBHQgsZsU
1897,6nTiIhLmQ3FWhvrGafw2zj,5dN7F9DV0Qg1XRdIgW8rke
1898,04aAxqtGp5pv12UXAg4pkq,022DrG7Wp2PSCwzuD0bSzT
1899,3Te8uLyit6X3ncNW8Fp3K2,022DrG7Wp2PSCwzuD0bSzT
1900,2iUXsYOEPhVqEBwsqP70rE,2D0Hi3Jj6RFnpWDcSa0Otu
1901,6N0AnkdDFZUetw8KAGHV7e,105oUsR7H8AJNELy43XF3w
1902,18ESXa5mEm1V4Pkt5GSXWx,5TMMmKdys49eu6QSPC9sdB
1903,00qOE7OjRl0BpYiCiweZB2,2Pw51hAGvWpTA3AYl2WVuu
1904,35k31HZI4z9PbBOioaI4dZ,6oZb0svo8JG9mVxZmHjPxE
1905,4CJVkjo5WpmUAKp3R44LNb,5rtOJsiDDjA9V5306cyTRS
1906,78lgmZwycJ3nzsdgmPPGNx,6P5QHz4XtxOmS5EuiGIPut
1907,64yrDBpcdwEdNY9loyEGbX,1AHZd3C3S8m8fFrhFxyk79
1908,3kZoay4ANo86ehb6s4RwS9,31dzB4ULKZfOH71tuaBiR8
1909,67hbP9PFQZrb4XZc3TzB0s,1SBAgYpxxNiCQN7qxCJxDX
1910,4356Typ82hUiFAynbLYbPn,6A1F3Fkq5dYeYYNkXflcTX
1911,4DMKwE2E2iYDKY01C335Uw,7MejfRSNnrpcLZIxkeZDqR
1912,5WpNa4vUaruzh0KISY4NkN,1qKjUIVG8KmtYceDBWjfqE
1913,46RVKt5Edm1zl0rXhPJZxz,6GYIy1SuhPDrugCZ5yNeQy
1914,16Of7eeW44kt0a1M0nitHM,5gXDrzBIzmAhiE0dNKwy0i
1915,2Z8WuEywRWYTKe1NybPQEW,3cQO7jp5S9qLBoIVtbkSM1
1916,4G8gkOterJn0Ywt6uhqbhp,6htgf3qv7vGcsdxLCDxKp8
1917,7s0lDK7y3XLmI7tcsRAbW0,0EVJX4RlYKuApsAN5CaDa3
1918,3znPiywA0q1VK2jgAZFDoI,022DrG7Wp2PSCwzuD0bSzT
1919,46Kcradxrva9Dny4lHU1b3,1hxraaWEf3wFnJxADf8Dge
1920,6Qn5zhYkTa37e91HC1D7lb,33pt9HBdGlAbRGBHQgsZsU
1921,7HGTkn2aX7MNdKs7nV2xBt,4undIeGmofnAYKhnDclN1w
1922,7LcfRTgAVTs5pQGEQgUEzN,7strNUlU6xZqlVWBNUdOYv
1923,0IkKz2J93C94Ei4BvDop7P,1MbBSfcqLg2OjkeZ1RMSIq
1924,67wABU4SjBlnDHB0KiU3HL,64fQ94AVziavTPdnkCS6Nj
1925,0PdM2a6oIjqepoEfcJo0RO,31oeDyCOLhgeZyktfxo0pE
1926,0gV0Ogr3400hgZrWOG7Di1,4h3DSnf1WwpRVeaH2RtG0u
1927,0upLyFR8Rr52ZpMp5esQoq,7DdEbYFPKTZ8KB4z6L4UnQ
1928,4aVuWgvD0X63hcOCnZtNFA,1mnu4hYvdwQgZXcNvtJ3D3
1929,43eBgYRTmu5BJnCJDBU5Hb,02tfQwJSOLP77oCd9U8bqm
1930,0PP933bHgvV0eD19dG3ms5,0CCJc4HNZTsrGFQfI7lnx9
1931,27L8sESb3KR79asDUBu8nW,6TZp52tXShLQbq8yNMxqNT
1932,4BP3uh0hFLFRb5cjsgLqDh,31q47gQszFt0CddSyMksgO
1933,7azo4rpSUh8nXgtonC6Pkq,2X8UOIkZQdcz2Hi5Ynt2uk
1934,5qFPs70nZD1fQZOi7u7cIZ,5HaOXSCK1IlwzV4ve7CUKY
1935,1Mxl69ygEVGdc155dYiHmr,0dhV385nfDhsWNdN25kyuv
1936,3ctoHckjyd13eBi2IDw2Ip,0VXcqDD3sHdOIGtO6oYv3d
1937,3KYiA4vq6RPO1dE2XROXd8,5uU2uM1RGHfzlA12opjqol
1938,66S14BkJDxgkYxLl5DCqOz,7hPq9fDWwXPo1tT0oi3XcM
1939,7HX9f8AMBl0vQxAoAzLqhS,4tUyNf5dGXwY4TaMaxwhqF
1940,6t6oULCRS6hnI7rm0h5gwl,7iycyHwOW2plljYIK6I1Zo
1941,0i5el041vd6nxrGEU8QRxy,5MH765pytbQasmDxXArTah
1942,3528IXKpbb7OMjdjWYlbfD,7hPNlDBLv1EW8GakiIzFnn
1943,57bgtoPSgt236HzfBOd8kj,4vu7F6h90Br1ZtYYaqfITy
1944,1fBl642IhJOE5U319Gy2Go,7xpjpdislqMXOCw5xsDt4g
1945,0XIvZ82aDF7JiSi3ZE320u,6d4dgGamepehj0WwsYXTKi
1946,71SvEDmsOwIWw1IozsZoMA,2OyVtIEp7O7a6o82DF4Ba5
1947,72ahyckBJfTigJCFCviVN7,1CvVSn2MtKDBR6aWMkNkem
1948,4ECNtOnqzxutZkXP4TE3n3,2EFUNYmwxe0AOGxBORrfaw
1949,59CLe8stbcx4XYBWdsfbwK,4M6s2jbhKWEcOdXZ8WiHts
1950,2xYlyywNgefLCRDG8hlxZq,5erROp1lRW31aNxj9PbAUf
1951,49rpdsNYJirTTf6p6mMvag,27kmprYNLOGnR8roobHW5D
1952,2bL2gyO6kBdLkNSkxXNh6x,2Auw0pTT6EcQdvHNimhLQI
1953,7M68YTelBnT9P1eO1idOOs,3Ba07fAhwq2tLy6CrJYnNq
1954,3FCto7hnn1shUyZL42YgfO,7r36rel1M4gyBavfcJP6Yz
1955,1RwwmiVtLAtPmxAqKVfwgG,4JaTMQFdRy5TfEKs8M9Doq
1956,29hBRadFZf9QTGRHZmxm65,0DuFDnZcj7B4R0Jik1aDmY
1957,1hlveB9M6ijHZRbzZ2teyh,0dzqapIToiOhULGvzDKpXm
1958,0YPXkQthLWrhNGoKTbwCJ8,6P6YSjfWz53suf41Bqt9BH
1959,7hQJA50XrCWABAu5v6QZ4i,21HMAUrbbYSj9NiPPlGumy
1960,1QEEqeFIZktqIpPI4jSVSF,2QLp07RO6anZHmtcKTEvSC
1961,1OOtq8tRnDM8kG2gqUPjAj,1C2h7mLntPSeVYciMRTF4a
1962,31AOj9sFz2gM0O3hMARRBx,6yEuIwTQpciH1qtj7mP5GK
1963,5dRQUolXAVX3BbCiIxmSsf,5FfkiNcXAvagExRCLd8nn4
1964,5Q41NLTmGbVPozwHKK7bk2,5JKFiC2WVi9HtvJEm8CUB8
1965,08mG3Y1vljYA6bvDt4Wqkj,6mUdeDZCsExyJLMdAfDuwh
1966,0J6mQxEZnlRt9ymzFntA6z,5uU2uM1RGHfzlA12opjqol
1967,7DVzPVfsZsItLxOBPrz5Hh,4JpPMfD1WkIJtmLTsfcOkJ
1968,7lQWRAjyhTpCWFC0jmclT4,0fYctMs4EvoEqzDh8Kmg5g
1969,1D2L6MefbXon28PzIk9I3r,6trNtQUgC8cgbWcqoMYkOR
1970,59JtQ8mThUAnRGValaExhc,3m61NACPLHynQ8JHZpPXd4
1971,44anLRFhwsFuwG5T7JvOWY,3IcJmQcFPkitObupYRNgd7
1972,5cInnHweXJJrRsHxwihgkK,1CJDBCPg27ASz4eWE7oeNz
1973,3CQqY9BxLZE6HmieR7fvNM,1sbCW0I7rP05Zyru3gSyiH
1974,3MTk8zTFCHgMei64ycr6GH,1DHYrQEevTTen4mqPgaxfH
1975,7sJwGtoWgkVRwzujlyT3cp,2ASTOinfP52bAbWPzXmjYz
1976,2hZX3Q6LFqTqfKowIthBhE,3p9iKM1jYy6mox3qQBy3Ov
1977,1jhKwtdCZ7qFoTYTtZQxxB,1zXL7Q0obTkD8XiRRnBGSw
1978,18nA47glcIiZkFJZXghTnn,4nYhsrhId4Kd2li3cj0N2P
1979,6ZahaGPhyiXTi1pLEtGM6e,0qSNBMGUgtdmmP46p4DTwU
1980,12wAQ0HNbJWVrVJA3woXDb,0qrB9JjkcCjQQK7S1eFrcX
1981,1ydOxBgLmEMfWffu6t4H5x,3OIuzwZjpwUwyvFhSHYjj6
1982,4IhKLu7Vk3j2TLmnFPl6To,6jKZplJpy21R5lHaYHHjmZ
1983,4L4c5BHrDWFucpAv8uO1kr,4jJD3EzkXsFnIMDU1dJtQp
1984,4NfXgo4x0UACKhLL1RkTnE,5eULlmRwvPKKPbAd5gMwXe
1985,75ylrnob5O80WTKi9ugZ1Z,1qnAzDoa24ZYCZDzmP74sL
1986,3j6UBmJfSgecyUA2yXQF4M,7JyPdxUX0aMq1qWeRxh9LV
1987,1qbXrxctv75pm1lWCn6Zw3,7bOpX6Ilc9UCFmH9uGyUDy
1988,610Al36tfn77Ywq226UZ59,74imh8ehOwGL7vdpgnvKzS
1989,4ccKliPoo6GU5qCVbss4rt,6Ehkpd03CT98UVJHan7c9o
1990,6PFyGdWw0qnstR8KJAWrrr,5172ZzQfuoa0joJIekZCDa
1991,4ghhaqVoXMuoruwM4PfJl5,4UK8qSCQWGusl6P2s9IFmH
1992,53HUxlAstNtpgKVU6VV2JL,0EeIcV1RSt8LNSnEpTIY2I
1993,06ZIzHhJFWf0mDyEylIPf0,1HuhZISAiGWrdFQsOTpTKF
1994,0lchLc0vSyRRqKSPIkFtJI,4oN0HoJVDsVKwJmquYy7d2
1995,5Dppch79zXwS5tby41izQM,2pc66ttskM8EIKuKUuWm3D
1996,0cVaY6PNGxCPi1gOIapr26,0uVhMIPB5oi4TB6oFvaNPQ
1997,3mTEYjm3kIm4YzJ5zxJZjs,6yd9yk8nFcHalXzy7mgaDx
1998,4I7JZeUvLMf83q6qIztQB4,7kGYlIyyQ5NQ40DkHo56U0
1999,69XfuvMn6utux2Qd7uSyrA,6dWzeIsOUc6SzKKIbZlvXa
2000,6Fqt1uyiOdKrCCR3mBSGTy,1Puwg5JWgZtawWFEUp9Yqg
2001,3kE5NmMUCPLw5sbWxUQToU,3C4CuoxXaLkRAEiQnM4cop
2002,0ruIkQUmeazYSLkoNQOTJv,6UTnGeYgeZX3B13Gsz2OUO
2003,2uN2mZSuco0qklwUJgvwwd,4FK2MT1rCgBAHtqReY8I65
2004,2y3urHFZrNxndGp2tDKgoG,1N2USe3CRxVocpJq8ikshn
2005,4Kfz0zXPH8VcZyqKX27xQU,1EnXxSwNlaOYsWutXvMjgC
2006,6IeueXSreqvmsS724iNuZQ,3L3cNeFUnYoxUGnb5eUsZ0
2007,2dgrDGAgqmV0bPKKz7sWld,4CKUiax6FQj5udjvpdsXZK
2008,6yWj4eeqBg8krCLRleanPG,55AmPXIntruvTT2vxbIMTV
2009,5lBP49wdNHz8eMTIbi3bfb,5iFHeYRX4PbuKZcM1qBh3M
2010,587KkUDbQ0XHigC1fdFOFk,5DFEo8Nh5N6BYScoCDKvkh
2011,6USr5TbC0KUgCgj540HWwS,4W8NZMqypx8IyMKFU4gTZx
2012,0ulX0SQ58c1OGrwya6AnRB,5kaCqETtik8oE7M9D8wxrW
2013,0qBug5X3DaJv2zgXtp55wn,2GI67nlY6eFPjXDwLjp6Wy
2014,19BYIOXaBbcvnJYNWKRwqN,5pUROCPDaLcp5Q1fJN86CR
2016,3IpYb4BekvsgmZKwI2ZDu0,3lsIenWjfNw2cfbqIXbidE
2017,2deLi2PFpCOYv68KuFmiFW,48x1YKSykvh7xU8ksjSPcv
2018,77o1HdXHm1hLd7Ebe9ygd0,0kP7zWftghSBU2HVkjzcnP
2019,6cjSh516BbrNUs213jDAGm,669dgT2kmrAMrrPaEEHWyE
2020,7hJCwbaLSp0cDraXG91oAW,3AIHxvVK8pt0iv2rgAFT7f
